Detailed Resource Usage
Module Name,Fabric 4LUT,Fabric DFF,Interface 4LUT,Interface DFF,Single-Ended I/O,Differential I/O Pairs,uSRAM 1K,LSRAM 18K,Chip Globals,PLL,DLL
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_7/MSC_i_79/MSC_i_80/MSC_i_81/MSC_i_83/MSC_i_85/Primitives,0,2,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_7/MSC_i_79/MSC_i_80/MSC_i_81/MSC_i_83/MSC_i_86/Primitives,0,2,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_7/MSC_i_79/MSC_i_80/MSC_i_81/MSC_i_83/MSC_i_87/Primitives,0,2,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_7/MSC_i_79/MSC_i_80/MSC_i_81/MSC_i_83/MSC_i_88/Primitives,0,2,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_7/MSC_i_79/MSC_i_80/MSC_i_81/Primitives,4,5,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_7/MSC_i_79/MSC_i_80/MSC_i_89/Primitives,0,2,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_7/MSC_i_79/MSC_i_80/MSC_i_90/Primitives,203,290,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_7/MSC_i_79/MSC_i_80/MSC_i_91/Primitives,0,2,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_7/MSC_i_79/MSC_i_80/MSC_i_92/MSC_i_93/Primitives,1,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_7/MSC_i_79/MSC_i_80/MSC_i_92/MSC_i_94/MSC_i_95/Primitives,0,2,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_7/MSC_i_79/MSC_i_80/MSC_i_92/MSC_i_94/MSC_i_96/Primitives,0,2,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_7/MSC_i_79/MSC_i_80/MSC_i_92/MSC_i_94/MSC_i_97/Primitives,0,2,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_7/MSC_i_79/MSC_i_80/MSC_i_92/MSC_i_94/MSC_i_98/Primitives,0,2,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_7/MSC_i_79/MSC_i_80/MSC_i_92/MSC_i_94/MSC_i_99/Primitives,0,2,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_7/MSC_i_79/MSC_i_80/MSC_i_92/Primitives,4,5,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_7/MSC_i_79/MSC_i_80/Primitives,42,14,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_7/MSC_i_8/MSC_i_9/MSC_i_10/Primitives,7,7,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_7/MSC_i_8/MSC_i_9/Primitives,22,13,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_7/Primitives,717,1534,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/Primitives,160,402,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/Primitives,0,129,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/gen_apb_mstr.u_apb_master_0/Primitives,152,110,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/gen_apb_mstr.u_apb_master_0/u_apb_mstr_req_arb/Primitives,18,4,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/gen_axi_mstr.u_opsrv_axi_mstr_0/Primitives,15,0,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/gen_axi_mstr.u_opsrv_axi_mstr_0/u_axi_rchan/Primitives,69,0,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/gen_axi_mstr.u_opsrv_axi_mstr_0/u_axi_rchan/u_raddr_arb/Primitives,5,1,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/gen_axi_mstr.u_opsrv_axi_mstr_0/u_axi_rchan/u_raddr_output_buffer/Primitives,66,32,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/gen_axi_mstr.u_opsrv_axi_mstr_0/u_axi_rchan/u_raddr_output_buffer/u_req_buffer/Primitives,14,67,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/gen_axi_mstr.u_opsrv_axi_mstr_0/u_axi_rchan/u_ros_buffer/Primitives,24,63,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/gen_axi_mstr.u_opsrv_axi_mstr_0/u_axi_rchan/u_rresp_buffer/Primitives,40,73,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/gen_axi_mstr.u_opsrv_axi_mstr_0/u_axi_wchan/Primitives,43,1,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/gen_axi_mstr.u_opsrv_axi_mstr_0/u_axi_wchan/u_waddr_arb/Primitives,43,2,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/gen_axi_mstr.u_opsrv_axi_mstr_0/u_axi_wchan/u_waddr_buffer/Primitives,67,33,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/gen_axi_mstr.u_opsrv_axi_mstr_0/u_axi_wchan/u_waddr_buffer/u_req_buffer/Primitives,11,69,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/gen_axi_mstr.u_opsrv_axi_mstr_0/u_axi_wchan/u_wdata_buffer/Primitives,75,38,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/gen_axi_mstr.u_opsrv_axi_mstr_0/u_axi_wchan/u_wdata_buffer/u_req_buffer/Primitives,33,79,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/gen_axi_mstr.u_opsrv_axi_mstr_0/u_axi_wchan/u_wos_buffer/Primitives,24,61,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/gen_axi_mstr.u_opsrv_axi_mstr_0/u_strb_to_addr_cpu_d_rd/Primitives,9,0,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/gen_axi_mstr.u_opsrv_axi_mstr_0/u_strb_to_addr_cpu_d_wr/Primitives,1,0,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/gen_mtime.u_mtime_irq/Primitives,442,160,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/gen_opsrv_debug.u_opsrv_debug_unit_0/MIV_opsrv_debug_transport_module_jtag_0/Primitives,182,109,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/gen_opsrv_debug.u_opsrv_debug_unit_0/debug_req_fifo/Primitives,99,100,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/gen_opsrv_debug.u_opsrv_debug_unit_0/debug_resp_fifo/Primitives,50,84,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/gen_opsrv_debug.u_opsrv_debug_unit_0/miv_rv32_opsrv_debug_du_0/Primitives,69,212,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/gen_opsrv_debug.u_opsrv_debug_unit_0/miv_rv32_opsrv_debug_du_0/miv_rv32_opsrv_debug_sba_0/Primitives,772,166,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/gen_tcm0.u_opsrv_TCM_0/Primitives,142,67,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/gen_tcm0.u_opsrv_TCM_0/tcm_ram.u_ram_0/Primitives,11,0,1152,1152,0,0,0,32,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/gen_tcm0.u_opsrv_TCM_0/u_TCM_req_arb/Primitives,10,3,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/u_core_0/u_expipe_0/Primitives,62,279,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/u_core_0/u_expipe_0/gen_gpr_ram.u_gpr_0/Primitives,71,12,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/u_core_0/u_expipe_0/gen_gpr_ram.u_gpr_0/gen_gpr.u_gpr_array_0/Primitives,4,0,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/u_core_0/u_expipe_0/gen_gpr_ram.u_gpr_0/gen_gpr.u_gpr_array_0/mem_1_mem_1_0_0/Primitives,0,0,12,12,0,0,1,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/u_core_0/u_expipe_0/gen_gpr_ram.u_gpr_0/gen_gpr.u_gpr_array_0/mem_1_mem_1_0_1/Primitives,0,0,12,12,0,0,1,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/u_core_0/u_expipe_0/gen_gpr_ram.u_gpr_0/gen_gpr.u_gpr_array_0/mem_1_mem_1_0_2/Primitives,0,0,12,12,0,0,1,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/u_core_0/u_expipe_0/gen_gpr_ram.u_gpr_0/gen_gpr.u_gpr_array_0/mem_mem_0_0/Primitives,0,0,12,12,0,0,1,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/u_core_0/u_expipe_0/gen_gpr_ram.u_gpr_0/gen_gpr.u_gpr_array_0/mem_mem_0_1/Primitives,0,0,12,12,0,0,1,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/u_core_0/u_expipe_0/gen_gpr_ram.u_gpr_0/gen_gpr.u_gpr_array_0/mem_mem_0_2/Primitives,0,0,12,12,0,0,1,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/u_core_0/u_expipe_0/u_bcu_0/Primitives,140,0,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/u_core_0/u_expipe_0/u_csr_privarch_0/Primitives,73,8,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/u_core_0/u_expipe_0/u_csr_privarch_0/gen_debug.u_csr_gpr_state_reg_dcsr_cause/Primitives,5,3,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/u_core_0/u_expipe_0/u_csr_privarch_0/gen_debug.u_csr_gpr_state_reg_dcsr_ebreakm/Primitives,1,1,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/u_core_0/u_expipe_0/u_csr_privarch_0/gen_debug.u_csr_gpr_state_reg_dcsr_step/Primitives,1,1,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/u_core_0/u_expipe_0/u_csr_privarch_0/gen_debug.u_csr_gpr_state_reg_dcsr_stepie/Primitives,0,1,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/u_core_0/u_expipe_0/u_csr_privarch_0/gen_debug.u_csr_gpr_state_reg_dcsr_stopcount/Primitives,0,1,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/u_core_0/u_expipe_0/u_csr_privarch_0/gen_debug.u_csr_gpr_state_reg_dcsr_stoptime/Primitives,0,1,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/u_core_0/u_expipe_0/u_csr_privarch_0/gen_debug.u_csr_gpr_state_reg_dpc_pc/Primitives,66,32,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/u_core_0/u_expipe_0/u_csr_privarch_0/gen_ext_sys_irq[0].gen_ext_sys_irq_bit.u_csr_gpr_state_reg_ie_mextsysie/Primitives,0,1,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/u_core_0/u_expipe_0/u_csr_privarch_0/gen_ext_sys_irq[1].gen_ext_sys_irq_bit.u_csr_gpr_state_reg_ie_mextsysie/Primitives,0,1,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/u_core_0/u_expipe_0/u_csr_privarch_0/gen_ext_sys_irq[2].gen_ext_sys_irq_bit.u_csr_gpr_state_reg_ie_mextsysie/Primitives,0,1,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/u_core_0/u_expipe_0/u_csr_privarch_0/gen_ext_sys_irq[3].gen_ext_sys_irq_bit.u_csr_gpr_state_reg_ie_mextsysie/Primitives,0,1,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/u_core_0/u_expipe_0/u_csr_privarch_0/gen_ext_sys_irq[4].gen_ext_sys_irq_bit.u_csr_gpr_state_reg_ie_mextsysie/Primitives,0,1,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/u_core_0/u_expipe_0/u_csr_privarch_0/gen_ext_sys_irq[5].gen_ext_sys_irq_bit.u_csr_gpr_state_reg_ie_mextsysie/Primitives,0,1,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/u_core_0/u_expipe_0/u_csr_privarch_0/gen_ext_sys_irq[6].gen_ext_sys_irq_bit.u_csr_gpr_state_reg_ie_mextsysie/Primitives,0,1,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/u_core_0/u_expipe_0/u_csr_privarch_0/gen_ext_sys_irq[7].gen_ext_sys_irq_bit.u_csr_gpr_state_reg_ie_mextsysie/Primitives,0,1,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/u_core_0/u_expipe_0/u_csr_privarch_0/gen_mtvec_base_writable.u_csr_gpr_state_reg_mtvec_base/Primitives,1,30,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/u_core_0/u_expipe_0/u_csr_privarch_0/gen_tdata1_2.gen_per_trig_tdata1[0].u_tdata1_mcontrol_execute/Primitives,2,1,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/u_core_0/u_expipe_0/u_csr_privarch_0/gen_tdata1_2.gen_per_trig_tdata1[0].u_tdata1_mcontrol_hit/Primitives,2,1,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/u_core_0/u_expipe_0/u_csr_privarch_0/gen_tdata1_2.gen_per_trig_tdata1[0].u_tdata2_match_data/Primitives,3,32,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/u_core_0/u_expipe_0/u_csr_privarch_0/gen_tdata1_2.gen_per_trig_tdata1[1].u_tdata1_mcontrol_execute/Primitives,0,1,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/u_core_0/u_expipe_0/u_csr_privarch_0/gen_tdata1_2.gen_per_trig_tdata1[1].u_tdata2_match_data/Primitives,0,31,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/u_core_0/u_expipe_0/u_csr_privarch_0/u_csr_gpr_state_reg_ie_meie/Primitives,0,1,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/u_core_0/u_expipe_0/u_csr_privarch_0/u_csr_gpr_state_reg_ie_msie/Primitives,0,1,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/u_core_0/u_expipe_0/u_csr_privarch_0/u_csr_gpr_state_reg_ie_mtie/Primitives,0,1,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/u_core_0/u_expipe_0/u_csr_privarch_0/u_csr_gpr_state_reg_mcause_excpt_code/Primitives,8,5,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/u_core_0/u_expipe_0/u_csr_privarch_0/u_csr_gpr_state_reg_mcause_interrupt/Primitives,2,1,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/u_core_0/u_expipe_0/u_csr_privarch_0/u_csr_gpr_state_reg_mepc_epc/Primitives,32,31,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/u_core_0/u_expipe_0/u_csr_privarch_0/u_csr_gpr_state_reg_mscratch_scratch/Primitives,0,32,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/u_core_0/u_expipe_0/u_csr_privarch_0/u_csr_gpr_state_reg_mtval_tval/Primitives,33,32,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/u_core_0/u_expipe_0/u_csr_privarch_0/u_csr_gpr_state_reg_status_mie/Primitives,4,1,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/u_core_0/u_expipe_0/u_csr_privarch_0/u_csr_gpr_state_reg_status_mpie/Primitives,2,1,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/u_core_0/u_expipe_0/u_csr_privarch_0/u_miv_rv32_csr_decode_0/Primitives,484,0,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/u_core_0/u_expipe_0/u_csr_privarch_0/u_miv_rv32_priv_irq_0/Primitives,9,0,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/u_core_0/u_expipe_0/u_csr_privarch_0/u_miv_rv32_priv_irq_0/u_miv_rv32_irq_reg_sw/Primitives,3,1,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/u_core_0/u_expipe_0/u_csr_privarch_0/u_miv_rv32_priv_irq_0/u_miv_rv32_irq_reg_timer/Primitives,2,1,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/u_core_0/u_expipe_0/u_exu_0/Primitives,1054,33,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/u_core_0/u_expipe_0/u_idecode_0/Primitives,754,0,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/u_core_0/u_expipe_0/u_miv_rv32_csr_decode_de_0/Primitives,24,0,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/u_core_0/u_fetch_unit_0/Primitives,270,5,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/u_core_0/u_fetch_unit_0/u_miv_rv32_ifu_iab_0/Primitives,300,215,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/u_core_0/u_lsu_0/Primitives,165,22,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/u_opsrv_interconnect_0/Primitives,390,0,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/u_opsrv_interconnect_0/u_d_trx_os_buffer/Primitives,57,21,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/u_opsrv_interconnect_0/u_i_trx_os_buffer/Primitives,12,13,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/u_opsrv_interconnect_0/u_opsrv_regs/Primitives,25,1,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/u_opsrv_interconnect_0/u_opsrv_regs/gen_axi_irq.u_opsrv_irq_axi_ecc_err_en_reg/Primitives,1,1,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/u_opsrv_interconnect_0/u_opsrv_regs/u_opsrv_core_soft_irq_reg/Primitives,1,1,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/u_opsrv_interconnect_0/u_opsrv_regs/u_opsrv_core_soft_reset_reg/Primitives,2,1,0,0,0,0,0,0,0,0,0
MIV_RV32_C1_0/MIV_RV32_C1_0/u_opsrv_0/u_opsrv_interconnect_0/u_opsrv_regs/u_req_buffer/Primitives,9,13,0,0,0,0,0,0,0,0,0
Primitives/Primitives,1,0,0,0,14,0,0,0,0,0,0
SPI_Controller_0/SPI_Controller_0/USPI/Primitives,10,0,0,0,0,0,0,0,0,0,0
SPI_Controller_0/SPI_Controller_0/USPI/UCC/Primitives,158,135,0,0,0,0,0,0,0,0,0
SPI_Controller_0/SPI_Controller_0/USPI/UCC/UCLKMUX1/Primitives,1,0,0,0,0,0,0,0,0,0,0
SPI_Controller_0/SPI_Controller_0/USPI/UCON/Primitives,9,0,0,0,0,0,0,0,0,0,0
SPI_Controller_0/SPI_Controller_0/USPI/URF/Primitives,76,43,0,0,0,0,0,0,0,0,0
SPI_Controller_0/SPI_Controller_0/USPI/URXF/Primitives,35,18,0,0,0,0,0,0,0,0,0
SPI_Controller_0/SPI_Controller_0/USPI/URXF/fifo_mem_q_fifo_mem_q_0_0/Primitives,0,0,12,12,0,0,1,0,0,0,0
SPI_Controller_0/SPI_Controller_0/USPI/UTXF/Primitives,42,18,0,0,0,0,0,0,0,0,0
SPI_Controller_0/SPI_Controller_0/USPI/UTXF/fifo_mem_q_fifo_mem_q_0_0/Primitives,0,0,12,12,0,0,1,0,0,0,0
UART_apb_0/UART_apb_0/CUARTlOlI/CUARTIO1/Primitives,27,21,0,0,0,0,0,0,0,0,0
UART_apb_0/UART_apb_0/CUARTlOlI/CUARTO01/Primitives,68,41,0,0,0,0,0,0,0,0,0
UART_apb_0/UART_apb_0/CUARTlOlI/CUARTOO1/Primitives,24,19,0,0,0,0,0,0,0,0,0
UART_apb_0/UART_apb_0/CUARTlOlI/Primitives,6,9,0,0,0,0,0,0,0,0,0
UART_apb_0/UART_apb_0/Primitives,27,24,0,0,0,0,0,0,0,0,0
reset_syn_0_0/reset_syn_0_0/Primitives,2,17,0,0,0,0,0,0,1,0,0
reset_syn_1_0/reset_syn_1_0/Primitives,1,16,0,0,0,0,0,0,0,0,0
scheduler_0/Primitives,806,380,0,0,0,0,0,0,0,0,0
